리뷰,rep,index,Processing,평가
"여의도한강공원, 시민의 쉼터",0,1234,"['여의도', '한강', '공원', '시민', '쉬다', '터']",긍정
텐트치고 배달음식 먹고 산책하고 중간중간 버스킹도 즐기고~ 여행온 기분 내기 최고,0,1235,"['텐트', '치고', '배달', '음식', '먹다', '산책', '하고', '중간', '중간', '버스킹', '도', '즐기다', '행온', '기분', '내기', '최고']",긍정
바람도 시원하고 잔디밭도 좋고 나무그늘에서 먹는 치킨과 맥주맛은 넘 좋아요,0,1236,"['바람', '도', '시원하다', '잔디밭', '도', '좋다', '나무', '그늘', '먹다', '치킨', '맥주', '맛', '은', '넘다', '좋다']",긍정
사람도 진짜 많고 모기도 많지만 재밌잖아요,0,1237,"['사람', '도', '진짜', '많다', '모기', '도', '많다', '재밌다']",긍정
:),1,1237,[':)'],긍정
새벽에 가도 사람은 많네요..,0,1238,"['새벽', '가도', '사람', '은', '많다', '..']",부정
야경이 참 좋은 한강공원,0,1239,"['야경', '차다', '좋다', '한강', '공원']",긍정
"한강보러 갔는데,반려견 출정식해서 좋았습니다.",0,1240,"['한강', '보다', '가다', '반려견', '출정', '식해', '서', '좋다']",긍정
2018  여의도 불꽃 축제,0,1241,"['2018', '여의도', '불꽃', '축제']",긍정
편안하면서 심신에 안전 뛰어놀기도 자전거타기도 다 좋음,0,1242,"['편안하다', '심신', '안전', '뛰어놀다', '기도', '자전거타기', '도', '다', '좋다']",긍정
그리고 무조건 돗자리 가져가세요.,1,1242,"['무조건', '돗자리', '가져가다']",긍정
불꽃축제 다녀왔습니다,0,1243,"['불꽃', '축제', '다녀오다']",긍정
사람이 많아서 폰도 안터진다고 했었는데 평소만큼의 속도는 아니지만 카카오톡이나 전화 정도는 충분히 가능했습니다,1,1243,"['사람', '많다', '폰', '도', '안', '터지다', '하다', '평소', '만큼의', '속도', '는', '아니다', '카카오', '톡', '이나', '전화', '정도', '는', '충분하다', '가능하다']",부정
조금 더웠지만 그럭저럭 놀만했어요.,0,1244,"['덥다', '그럭저럭', '놀', '만', '하다']",부정
탁트인 공간.,0,1245,"['탁트인', '공간']",부정
휴식을 취하기 좋은 장소,1,1245,"['휴식', '취하', '기', '좋다', '장소']",긍정
최고에요 날씨도 좋고 주말에 가족 연인들과 좋은시간 보내기 딱 입니다.,0,1246,"['최고', '에요', '날씨', '도', '좋다', '주말', '가족', '연인', '좋다', '보내다', '이다']",긍정
밤에 갔는데 사람이 많지도 적지도 않고 좋더군요.,0,1247,"['밤', '가다', '사람', '많다', '적지', '도', '않다', '좋다']",긍정
미세먼지 없는 날에는 가기 좋음.,1,1247,"['미세먼지', '없다', '날', '에는', '가기', '좋다']",긍정
한강을 첨 가본지라...,0,1248,"['한강', '첨', '가보다']",부정
즉석라면도 먹고...산책도 하고...유람선도 타고....,1,1248,"['즉석', '라면', '도', '먹다', '산책', '도', '하다', '유람선', '도', '타고', '....']",부정
아이들과 좋은 추억 만들었어요~~~,2,1248,"['좋다', '추억', '만들다', '~~~']",긍정
시원해서 좋음.,0,1249,"['시원하다', '좋다']",긍정
돗자리 필수.,1,1249,"['돗자리', '필수']",긍정
간단 음식 사가는게 좋음.,2,1249,"['간단', '음식', '사가다', '좋다']",긍정
편의점 라면 들고 강가까지가니 다 불었음.,3,1249,"['편의점', '라면', '들다', '강가', '까지가', '니', '다', '불다']",부정
팁 : 역주변에서 멀어질수록 아주 한가로워짐..,0,1250,"['팁', ':', '역', '주변', '멀어지다', '아주', '한가롭다', '짐', '..']",부정
제발 바보같이 역주변에 빠글빠글 자리잡으려 하지 마세요ㅠ,1,1250,"['제발', '바보', '역', '주변', '빠글빠글', '자리', '잡다', '하다', '말다', 'ㅠ']",부정
어차피 치킨집 배달부느님들은 기가 막히게 찾아오십니다,2,1250,"['어차피', '치킨', '집', '배달', '부', '느님', '은', '기', '막히다', '찾아오다']",부정
시즌 마다 약간 다르지만 주차 하기좋고.,0,1251,"['시즌', '마다', '다르다', '주차', '하다', '좋다']",긍정
자전거길도 괜찮고.,1,1251,"['자전거', '길다', '괜찮다']",긍정
근처살면 왠만한 공원들보다좋음,2,1251,"['근처', '살', '면', '왠만하다', '공원', '보다', '좋다']",긍정
다양한 볼거리.,0,1252,"['다양하다', '볼거리']",긍정
즐길 거리가...,1,1252,"['즐기다', '거리']",부정
너무 더울땐 가지말아요,0,1253,"['너무', '덥다', '땐', '가다']",부정
산책과 나들이 하기 매우좋음.,0,1254,"['산책', '나들이', '하다', '매우', '좋다']",긍정
사람도 적어서 조용하다,1,1254,"['사람', '도', '적다', '조용하다']",긍정
"친구들이나 연인들끼리 데이트, 기분전환하시기에 적절한 장소입니다.",0,1255,"['친구', '이나', '연인', '끼리', '데이트', '기', '분전', '환하다', '적절하다', '장소', '이다']",긍정
한강 오시면 들리시기를 추천합니다.,1,1255,"['한강', '오시', '면', '들리다', '시기', '추천', '하다']",긍정
뭐 40년을 다녔어도좋아요,0,1256,"['뭐', '40년', '다니다', '좋다']",긍정
엄마뱃속부터 다녔으시,1,1256,"['엄마', '뱃속', '다니다']",긍정
해질녘 여의도는 진짜 최고에요!,0,1257,"['해질녘', '여의도', '는', '진짜', '최고', '에요']",긍정
"여자친구와 자전거 타고 놀기좋음, 텐트치고 치맥한잔하기도 좋음, 분위기가 좋아요",0,1258,"['여자친구', '자전거', '타고', '놀다', '좋다', '텐트', '치고', '치맥', '한잔', '기도', '좋다', '분위기', '좋다']",긍정
더워지는 요즘 아이들과 넓은 장소에서 즐기기에 좋아요,0,1259,"['더워지다', '요즘', '넓다', '장소', '즐기다', '좋다']",긍정
개울처럼 물을 흘려보내는 곳은 어린이 천국이지요,1,1259,"['개울', '처럼', '물', '흘리다', '보내다', '곳', '은', '어린이', '천국', '이지', '요']",긍정
여기는 놀랍다 많은 여유공간 깨끗한 파란색의 천장 느껴지게하다 치료를 심장 맑은 방 커플개많음 ㅜㅜ,0,1260,"['여기다', '많다', '여유', '공간', '깨끗하다', '파란색', '천장', '느껴지다', '하다', '치료', '심장', '맑은', '방', '커플', '개', '많다', 'ㅜㅜ']",긍정
사람 너무 많음.,0,1261,"['사람', '너무', '많다']",부정
벌써 음식 장사 많아짐.,1,1261,"['벌써', '음식', '장사', '많아지다']",긍정
얼마전까지 코로나였다는게 믿겨지지 않음,2,1261,"['전', '코로나', '이다', '믿다', '기다', '않다']",긍정
시원하고 행복하고 즐겁습니다.,0,1262,"['시원하다', '행복하다', '즐겁다']",긍정
이뻐요,0,1263,['이쁘다'],긍정
하지먼 화장실 주변 냄새가 안좋아요,1,1263,"['하다', '멀다', '화장실', '주변', '냄새', '안좋다']",부정
피크닉하기 좋은 공원이에요,0,1264,"['피크닉', '하다', '좋다', '공원', '이에요']",긍정
배달도 편리해요,1,1264,"['배달', '도', '편리하다']",긍정
조깅하기 좋습니다,0,1265,"['조깅', '하다', '좋다']",긍정
운동과 산책 할수 있으며 텐트나 돗자리깔고 휴식  할수있는 공간이 있어 좋네요,0,1266,"['운동', '산책', '하다', '텐트', '돗자리', '깔다', '휴식', '하다', '공간', '좋다']",긍정
쉼터 중에 가징 좋은 곳입니다,0,1267,"['쉬다', '터', '중', '가다', '징', '좋다', '곳', '이다']",긍정
물놀이 시설이 운영 안하는 것이 너무 아쉽습니다,1,1267,"['물놀이', '시설', '운영', '안', '하다', '너무', '아쉽다']",부정
관리 잘되어 있고 좋음,0,1268,"['관리', '잘', '되어다', '좋다']",긍정
내가 가장 사랑하는 스팟 텐트쳐서 놀아도 분위기 짱이고 자전거 타고 지나가면 운동도 되면서 안전한 서울 최고의 장소,0,1269,"['내', '가장', '사랑', '하다', '스팟', '텐트', '치다', '놀다', '분위기', '짱', '이고', '자전거', '타고', '지나가다', '운동', '도', '되다', '안전하다', '서울', '최고', '장소']",긍정
이제 날이 제법 선선해서 한 바퀴 돌기 딱이네요😚…,0,1270,"['이제', '날', '제법', '선선', '하다', '하다', '바퀴', '돌기', '딱이다', '😚']",긍정
자주가는 곳이고  국회대로 주변에 여의도 순복음교회가 있어서  주일예배 드리러 자가 자전거 가지고 주말마다 운행하고 있습니다,0,1271,"['자주', '가다', '곳', '이고', '국회대로', '주변', '여의도', '순복음교회', '주일', '예배', '드리다', '자가', '자전거', '가지', '고', '주말', '마다', '운행', '하고']",긍정
산책하기 좋으며 아마 가을에 오면 보다 더 쾌적하고 확트인 전경이 최고인 멋진곳,0,1272,"['산책', '하다', '좋다', '아마', '가을', '오다', '보다', '더', '쾌적하다', '확', '트이다', '전경', '최고', '인', '멋지다', '곳']",긍정
개안네 대신 날파리많음,0,1273,"['개다', '대신', '날', '파리', '많다']",부정
매우좋음,0,1274,"['매우', '좋다']",긍정
다만 방문자들에 의한 쓰레기가 너무 많음,1,1274,"['방문자', '의하다', '쓰레기', '너무', '많다']",부정
벚꽃놀이 사람이 너무 많아서 여의도 들어가는 시간만 1시간 걸렸네요,0,1275,"['벚꽃놀이', '사람', '너무', '많다', '여의도', '들어가다', '만', '1시간', '걸리다']",부정
물론 벚꽃은 이뻤어요(4월 6일 방문),1,1275,"['벚꽃', '은', '이쁘다', '4월', '6일', '방문']",부정
유명한만큼 사람이 많아요,0,1276,"['유명하다', '사람', '많다']",긍정
돗자리 2000원에 빌릴수있으니까 무거우면 맨손으로 오세요,1,1276,"['돗자리', '2000원', '빌리다', '무겁다', '맨손', '오다']",부정
시각장애인 분들과 함께 run for dream,0,1277,"['시각장애인', '분', 'run', 'for', 'dream']",긍정
둘레길 코스 좋다 도심속에서 한강과 도시 고층 볼 수 있다,0,1278,"['둘레길', '코스', '좋다', '도심', '속', '한강', '도시', '고층', '볼', '수']",긍정
좋아요~,0,1279,['좋다'],긍정
벚꽃도 가득하고 너무 이쁜장소이다 샌드위치를 만들어서 벤치에 앉아서 먹었는데 너무 만족해요,0,1280,"['벚꽃', '도', '가득하다', '너무', '이쁘다', '장소', '이다', '샌드위치', '만들다', '벤치', '앉다', '먹다', '너무', '만족하다']",긍정
두 말 할 필요없는 곳이죠.,0,1281,"['두', '말', '하다', '필요없다', '곳', '죠']",부정
편의점 매점이 잘 갖추어진 곳이라 맨몸으로 가도 모든 것을 해결할 수 있어요.,1,1281,"['편의점', '매점', '자다', '갖추다', '곳', '이라', '맨몸', '가도', '모든', '해결', '하다', '수']",긍정
여유로운 분위기 맛있는 음식이 있는곳입니다.,0,1282,"['여유', '로운', '분위기', '맛있다', '음식', '곳', '이다']",긍정
쉬고싶을때 찾기좋은곳입니다.,1,1282,"['쉬다', '찾기', '좋다', '곳', '이다']",긍정
이브자리모임했어요,0,1283,"['이브자리', '모임', '하다']",긍정
자전거도 타고 라면도 후루룹~~,0,1284,"['자전거', '도', '타고', '라면', '도', '후루룹', '~~']",부정
여의나루역에 갔다.,0,1285,"['여의나루역', '가다']",부정
벚꽃이 만발해서 황홀한 기분도 잠시 몰려드는 사람들 때문에 나의 감성은 파괴되고 치였다.,1,1285,"['벚꽃', '만발', '하다', '황홀하다', '기분', '도', '몰려들다', '사람', '때문', '감성', '은', '파괴', '되다', '치이다']",긍정
사람너무많음,0,1286,"['사람', '너무', '많다']",부정
미세먼지 심함,1,1286,"['미세먼지', '심하다']",부정
편의점 줄 너무 김,2,1286,"['편의점', '줄', '너무', '김']",부정
사람들이 넘 많음,0,1287,"['사람', '넘다', '많다']",부정
여름방학 때 방문함,0,1288,"['여름방학', '방문', '함']",긍정
깨끗하고 재밌었습다 사람많긴해도 주위에서 필요한거 쉽게 구할수 있구요,0,1289,"['깨끗하다', '재밌다', '습', '다', '사람', '많다', '해도', '주위', '필요하다', '쉬다', '하다']",긍정
자리 깔고 노시려면 좀 서둘러 가는게 좋을듯,1,1289,"['자리', '깔다', '놓다', '서두르다', '가다', '좋다']",긍정
날씨 좋은 날 가서 운동도 하고 쉬기에 참 좋아요.,0,1290,"['날씨', '좋다', '날', '가다', '운동', '도', '하다', '쉬다', '차다', '좋다']",긍정
"여의도힌강공원, 벗꽃구경",0,1291,"['여의도', '힌강', '공원', '벗꽃', '구경']",부정
"한국사람이라면학생연인가족모두좋아하는곳 치맥.엽맥,자전거타고텐트치기좋은곳 말해뭐해",0,1292,"['한국', '사람', '라면', '학생', '연인', '가족', '좋아하다', '곳', '치맥', '엽맥', '자전거', '타고', '텐트', '치기', '좋다', '곳', '말', '하다', '뭐해']",긍정
준비를 잘해서 가시면 좋을것같아요.,0,1293,"['준비', '잘', '하다', '가시', '면', '좋다']",긍정
넓고 사람들보기도 좋고 그냥 한강이라 좋은거같아요,1,1293,"['넓다', '사람', '들보', '기도', '좋다', '그냥', '한강', '이라', '좋다', '거']",긍정
잘꾸며놓음.,0,1294,"['잘', '꾸미다']",긍정
강아지랑 산책하기 좋음.,1,1294,"['강아지', '랑', '산책', '하다', '좋다']",긍정
연인이랑 산책도 좋음.,2,1294,"['연인', '이랑', '산책', '도', '좋다']",긍정
가끔 너무 시끄러운 사람들도 있음.,3,1294,"['가끔', '너무', '시끄럽다', '사람', '도']",부정
사람이 겁나게 많아요,0,1295,"['사람', '겁나다', '많다']",부정
벚꽃축제 사람 미어터져요.,0,1296,"['벚꽃', '축제', '사람', '밉다', '터지다']",부정
너무 아름다운 곳임!!!,0,1297,"['너무', '아름답다', '곳임', '!!!']",부정
특히 봄에 올 수 있다면 좋을 듯함!!ㅎㅎ,1,1297,"['특히', '봄', '오다', '수', '좋다', '듯함', '!!', 'ㅎㅎ']",긍정
마라톤 뛰는데 경치가 좋아서 좋았네요,0,1298,"['마라톤', '뛰다', '경치', '좋다', '좋다']",긍정
자전거 빌리는 곳이 많아 좋았고 대여시간도 길어 좋았습니다,0,1299,"['자전거', '빌리다', '곳', '많다', '좋다', '대', '도', '길다', '좋다']",긍정
자전거 꼭 타세요,1,1299,"['자전거', '꼭']",긍정
사람이 무척 많다.,0,1300,"['사람', '무척', '많다']",부정
여의나루 역에서 한강을 바라보고 왼쪽으로 쭉가면 사람이 훨씬 적고 경치가 예쁜 곳이 나온다.,1,1300,"['여의나루', '역', '한강', '바라보다', '왼쪽', '쭉', '가면', '사람', '적다', '경치', '예쁘다', '곳', '나오다']",긍정
서울시민들의 휴식처...,0,1301,"['서', '울', '시민', '휴식', '처']",긍정
돗자리에 바람막이 치고 여유롭게 누워 망중한을 즐기는 사람들의 모습이 너무나 평화롭다,1,1301,"['돗자리', '바람막이', '치고', '여유롭다', '눕다', '망중', '하다', '즐기다', '사람', '모습', '너무나', '평화롭다']",긍정
자전거타기 넘 좋아.,0,1302,"['자전거타기', '넘다', '좋다']",긍정
여긴 다 알지~~ 텐트도빌려주고 치맥도 하고 자전거 인라인 암튼 다 좋아  항상 내가 가져간건  다 치우고 깨끗이 이용하자,0,1303,"['여기다', '다', '알', '지', '~~', '텐트', '도', '빌리다', '치맥', '도', '하다', '자전거', '인', '라인', '암튼', '다', '좋다', '항상', '내', '가져가다', '다', '치우다', '깨끗이', '이용', '하다']",긍정
접근성도 좋고 아이들과 함께 놀기 좋습니다.,0,1304,"['접근성', '도', '좋다', '놀다', '좋다']",긍정
빠르게 다니는 자전거만 조심하면 될 것 같네요.,1,1304,"['빠르다', '다니다', '자전거', '만', '조심하다', '되다']",긍정
말로만 듣던 한강에 도착!,0,1305,"['말로', '만', '듣다', '한강', '도착']",부정
자전거도 대여할수있고 돗자리도 대여할수있고 라면도 먹고 산책도 하며 작은 힐링타임을 느껴봐요.,1,1305,"['자전거', '도', '대여', '하다', '돗자리', '도', '대여', '하다', '라면', '도', '먹다', '산책', '도', '하다', '작다', '힐링', '타임', '느끼다', '보다']",긍정
분위기굿. 단. 주차가 너무 힘듦.,0,1306,"['분위기', '굿', '단', '주차', '너무', '힘들다']",부정
오전에 가면 자리가 널널해서 좋은자리 잡을수있음.,1,1306,"['오전', '가면', '자리', '널널', '하다', '좋다', '자리', '잡다']",긍정
한강공원 정말 좋음..,0,1307,"['한강', '공원', '정말', '좋다', '..']",긍정
배달도 되고 돗자리 대여가능함.,1,1307,"['배달', '도', '되다', '돗자리', '대여', '가능하다']",긍정
편의점 라면은 꼭 먹어야함,2,1307,"['편의점', '라면', '은', '꼭', '먹다', '야하다']",긍정
오랜만에 가족과데이트 너무 즐거웠어요~~^,0,1308,"['오랜', '만', '가족', '데이트', '너무', '즐겁다', '~~^']",긍정
한국에서 알아주는 배달문화를 직접 체험할 수 있는 장소 각종 이벤트와 먹거리가 풍부한 장소,0,1309,"['한국', '알아주다', '배달', '문화', '직접', '체험', '하다', '수', '장소', '이벤트', '먹거리', '풍부하다', '장소']",부정
서울 시민들의 진정한 쉼터~♥,0,1310,"['서울', '시민', '진정하다', '쉬다', '터', '♥']",긍정
한강유람선 한강아라호에서... 강변에 우뚝솟은 아파트 창틈에 비추는 불빛들에 향연...강변을 경주하는 자동차불빛에..아름다움을 얀인과 함께^^*,0,1311,"['한강', '유람선', '한강', '라', '호', '강변', '우뚝', '솟다', '아파트', '창틈', '비추다', '불빛', '향연', '강변', '경주', '하다', '자동차', '불빛', '..', '아름답다', '움', '얀', '인과', '^^*']",부정
초미세먼지 낮음인날♡,0,1312,"['초미세먼지', '낮음', '인', '날', '♡']",긍정
시원하고 좋아요~!!,0,1313,"['시원하다', '좋다', '~!!']",긍정
한강은 서울의 축복입니다.,0,1314,"['한강', '은', '서울', '축복', '이다']",부정
언제가도 새로운 모습을 발견할 수 있는 대표적인 장소!!,1,1314,"['언', '가도', '새롭다', '모습', '발견', '하다', '수', '대표', '적', '인', '장소', '!!']",긍정
조아옹 버스킹 할 때 자리잡으면 더 좋습니당,0,1315,"['조아', '옹', '버스킹', '하다', '자리', '잡다', '더', '좋다', '습', '니당다']",긍정
아름답고 시원한 도심속의 휴식공간,0,1316,"['아름답다', '시원하다', '도심', '속', '휴식', '공간']",부정
가족들과 나들이 하기 참 좋아요,0,1317,"['가족', '나들이', '하다', '차다', '좋다']",긍정
애정행각이나 술 마시고 쓰레기 버려지는 모습들만 아니면,1,1317,"['애정', '행각', '이나', '술', '말다', '쓰레기', '버려지다', '모습', '만', '아니다']",부정
좋은추억의 장소입니다...,0,1318,"['좋다', '추억', '장소', '이다']",긍정
그런데 이제는 쓰레기장같기도해요...,1,1318,"['이제', '는', '쓰레기', '장', '도해', '요']",긍정
놀고 줄기는건 좋은데 뒷정리좀 잘하셨으면좋겠어요...,2,1318,"['놀다', '줄기', '는', '건', '좋다', '뒷정리', '잘', '하다', '좋다']",긍정
"누구나 와도 즐거운 곳,시원한 강바람맞으며 배달음식도 받아 즐길 수있어요.",0,1319,"['와도', '즐겁다', '곳', '시원하다', '강바람', '맞다', '배달', '음식', '도', '받다', '즐기다', '수']",긍정
일에 치이고 사랑에 치일때 위로가 되었습니다.,0,1320,"['치', '이고', '사랑', '치이다', '위로', '되어다']",긍정
분위기 좋네요,0,1321,"['분위기', '좋다']",긍정
퇴근하면서 한잔 각입니다~~^^,1,1321,"['퇴근', '하다', '한잔', '이다', '~~^^']",긍정
라이브공연을들을수있어서좋았는데 자전거빌려타는데 비용이 넘 비싸요  ㅠㅠ,0,1322,"['라이브', '공연', '들다', '좋다', '자전거', '빌리다', '비용', '넘다', '비싸다', 'ㅠㅠ']",긍정
초과비용내용도 자세히 안써있구요,1,1322,"['초과', '비용', '내', '용도', '자세하다', '안', '써다']",부정
주말엔 정말 사람이 많아서 피하고 싶지만 이벤트도 많아서 싫어하기 힘든곳인듯 합니다.,0,1323,"['주말', '엔', '정말', '사람', '많다', '피하', '고', '싶다', '이벤트', '도', '많다', '싫어하다', '힘드다', '곳', '인', '듯', '하다']",부정
한강 공원 중에 제일 바쁜곳이네요.,1,1323,"['한강', '공원', '중', '제일', '바쁘다', '곳', '이네', '요']",긍정
시설들이 너무 잘 되어있고 각종 행사 또는 사진찍을만한 곳이 많아서 너무 재밌게 놀다 갔습니다,0,1324,"['시설', '너무', '자다', '되어다', '행사', '또는', '사진', '찍다', '곳', '많다', '너무', '재밌다', '놀다', '가다']",긍정
너무 좋았고 날씨 풍경 배달음식 텐트대여 모두 만족이었어요.,0,1325,"['너무', '좋다', '날씨', '풍경', '배달', '음식', '텐트', '대여', '만족', '이다']",긍정
산책하기 좋아요!,0,1326,"['산책', '하다', '좋다']",긍정
더운날에 강추,0,1327,"['덥다', '날', '강추']",긍정
가족 나들이 좋아요,0,1328,"['가족', '나들이', '좋다']",긍정
텐트 사용 규정은 숙지해서 가는게 좋겠네요,1,1328,"['텐트', '사용', '규정', '은', '숙지', '하다', '가다', '좋다']",긍정
가봐야 정말 좋다는 탄성이 나옴.,0,1329,"['가보다', '정말', '좋다', '탄성', '나오다']",긍정
여의 나루역 유람선 타는 곳 강추,1,1329,"['여의', '나루', '역', '유람선', '곳', '강추']",긍정
단풍이 제대로 입니다,0,1330,"['단풍', '제대로', '이다']",부정
속이  시원하고  걷기좋은 장소,0,1331,"['속이다', '시원하다', '걷기', '좋다', '장소']",긍정
풍경이 시원하고 좋음,0,1332,"['풍경', '시원하다', '좋다']",긍정
내 생전에 한강가서 놀줄이야ㅋ 촌놈 출세했음ㅋㅋ,0,1333,"['내', '생전', '한', '강가', '서', '놀다', 'ㅋ', '촌놈', '출세', '하다', 'ㅋㅋ']",부정
맨놈으로 가도 먹을꺼 앉을꺼 받치고 먹을꺼 싹다 대여도 가능ㅋ왜 한강에 저러고 있는지 알겠네요ㅋ,1,1333,"['맨', '놈', '가도', '먹다', '앉다', '받치다', '먹다', '싹', '다', '대여', '도', '가능', 'ㅋ', '한강', '저러다', '알다', 'ㅋ']",긍정
서울에서 가장 활발한 사람들을 많이 볼 수 있는 곳.,0,1334,"['서울', '가장', '활발하다', '사람', '많이', '볼', '수', '곳']",부정
노을이 아주 예쁘다.,1,1334,"['노을', '아주', '예쁘다']",긍정
한강이 아름답다.,2,1334,"['한강', '아름답다']",긍정
공연인지 무엇인지 자전거 타러 갔다가 그냥 걷기로,0,1335,"['공연', '인지', '인지', '자전거', '가다', '그냥', '걷기']",부정
처음 가봤는데 넘좋았어요!,0,1336,"['처음', '가보다', '넘다', '좋다']",긍정
서울사람들 부러워요 ㅎㅋㅋ,1,1336,"['서', '울', '사람', '부럽다', 'ㅎㅋㅋ']",긍정
돗자리 대여 해주시는 분들이 돗자리 대여료와 보증금을 받고 있습니다.,0,1337,"['돗자리', '대여', '해주시', '는', '분', '돗자리', '대', '료', '보증금', '받다']",긍정
어느순간 반납 하러가면 안계십니다.,1,1337,"['순간', '반납', '하다', '안', '계시다']",부정
돈 떼먹는 행위가 빈번합니다.,2,1337,"['돈', '떼', '먹다', '행위', '빈번', '하다']",부정
어는  계절에  가도 항상 좋은 장소이다,0,1338,"['어는', '계절', '가도', '항상', '좋다', '장소', '이다']",긍정
그좋은 장소를  다음에도 갈수있게하는건  우리들 몫이다,1,1338,"['좋다', '장소', '에도', '갈수', '몫', '이다']",긍정
접근성이 좋다  난 자전거 타고 지나가는데  사람들이 편언히 쉬어거눈것 같다,0,1339,"['접근성', '좋다', '난', '자전거', '타고', '지나가다', '사람', '편언', '히', '쉬다', '눈것']",긍정
유람선 야경 기대보다 훨씬 좋음,0,1340,"['유람선', '야경', '기대', '보다', '좋다']",긍정
좋았지만 화장실찌릉내..그리고그앞에 음식포장마차는최악ㅎ,0,1341,"['좋다', '화장실', '찌릉', '내', '..', '앞', '음식', '포장마차', '는', '최악', 'ㅎ']",부정
마라톤 한 경험은 아직도 잊혀지지가 않는다,0,1342,"['마라톤', '하다', '경험', '은', '아직도', '잊혀지다', '않다']",부정
코로나전세상처럼 느껴질만큼 다시사람들이 모인것을 느낄수있었다,0,1343,"['코로나', '전세', '상', '처럼', '느껴지다', '다시', '사람', '모이다', '느끼다']",긍정
언제가든 괜찮은 곳,0,1344,"['언', '가든', '괜찮다', '곳']",긍정
제힐링플레이스랍니다^^,0,1345,"['힐링', '플레이', '스랍', '니', '다', '^^']",긍정
평일 낮 갔던 한적한 여의도공원 아무리 평일이여도 텐트족 많더라구여,0,1346,"['평일', '낮', '가다', '한적하다', '여의도', '공원', '아무리', '평일', '이여', '도', '텐트', '족', '많다']",부정
그래도 주말에 비해 너무 평온하고 한가로운 공원이엿습니다,1,1346,"['주말', '비다', '너무', '평온하다', '한가롭다', '공원', '엿', '습니', '다']",부정
근처에 먹을것두 많구 너무 좋아요 ㅎㅎㅎㅎㅎㅎㅎ,2,1346,"['근처', '먹다', '많다', '너무', '좋다', 'ㅎㅎㅎㅎㅎㅎㅎ']",긍정
여유로운 하루,3,1346,"['여유', '로운', '하루']",긍정
야간 경치..,0,1347,"['야간', '경치', '..']",부정
정말 좋았다.,1,1347,"['정말', '좋다']",긍정
바다보단 못하지만 가슴이 뻥뚤리고 시원합니다,0,1348,"['바다', '보단', '못', '하다', '가슴', '뻥뚤리다', '시원하다']",긍정
여자친구가 있었으면 좋았을텐데 혼자가니까 쓸쓸한...,0,1349,"['여자친구', '좋다', '가다', '쓸쓸하다']",긍정
사람도 많이 다니고 나름 괜찮아요,1,1349,"['사람', '도', '많이', '다니다', '나름', '괜찮다']",긍정
어디에나 마친가지겠지만 가족나들이  하기엔 자전거 레이싱 족들이  많아 조금 위험함 사람붐비는 횡단보도앞 일시정지 간판  있어도 일시정지하는 라이더 본적이 없음,0,1350,"['에나', '마치다', '가족', '나들이', '하다', '자전거', '레이싱', '족', '많다', '위험하다', '사람', '붐비다', '횡단보도', '앞', '일시', '정지', '간판', '시', '정지', '는', '라이더', '본적', '없다']",부정
15~20km로 막달림,1,1350,"['15~20', 'km', '막', '달림']",부정
한없이 걸을 수 있는 곳.,0,1351,"['한없이', '걸', '수', '곳']",긍정
그러나 몇몇 몰지각한 사람때문에 닭뼈나 쓰레기가 많은 날이 더러 있다.,1,1351,"['몇몇', '몰지각하다', '사람', '때문', '닭뼈', '쓰레기', '많다', '날', '더러']",부정
분위기가 좋은 곳,0,1352,"['분위기', '좋다', '곳']",긍정
세월 낚으러 왔어요,0,1353,"['세월', '낚으러', '오다']",부정
하~~~~ 이렇게 지나가네요~,1,1353,"['~~~~', '이렇게', '지나가다']",부정
여름 이라 너무 더워요.,0,1354,"['여름', '이르다', '너무', '덥다']",부정
"한강, 나무, 가족, 수상 스포츠 등등.",0,1355,"['한강', '나무', '가족', '수상', '스포츠']",긍정
사람들이 쓰레기 덜 버리고 텐트 칠 때 규정을 잘 지키지 않아사 문제.,1,1355,"['사람', '쓰레기', '덜', '버리다', '텐트', '규정', '자다', '지키다', '않다', '문제']",부정
따릉이타고 놀기좋고 장미동굴?,0,1356,"['따릉이타', '고', '놀다', '좋다', '장미', '동굴']",긍정
너무예뻐요,1,1356,"['너무', '예쁘다']",긍정
조경이 잘되어 있어요,2,1356,"['조경이', '잘', '되어다']",긍정
지역에따라 난민촌 분위기가 있지만 편히 쉬고 먹을 거리도 많아 좋네요.,0,1357,"['지역', '따르다', '난민', '촌', '분위기', '편하다', '쉬', '고', '먹다', '거리', '도', '많다', '좋다']",긍정
너무 추워,0,1358,"['너무', '춥다']",부정
요 남자들 헌팅 너무 심해요,1,1358,"['요', '남자', '헌팅', '너무', '심해', '요']",부정
한강공원은 너무 좋앙♥,0,1359,"['한강', '공원', '은', '너무', '좋다', '앙', '♥']",긍정
자전거 타기 좋다,0,1360,"['자전거', '좋다']",긍정
의외로 불꽃 축제기간에는 나무로 가려서 잘안보임,0,1361,"['의외로', '불꽃', '축제', '기간', '에는', '나무', '가다', '잘', '안', '보이다']",부정
깊숙히 들어가야함.,1,1361,"['깊숙하다', '들어가다', '함']",부정
너무너무 좋았어요,0,1362,"['너무', '너무', '좋다']",긍정
분위기도 좋고 버스킹하는거 구경도 좋구 물멍도 너무 좋았어요 ㅎㅎ,1,1362,"['분위기', '도', '좋다', '버스킹', '하다', '구경', '도', '좋다', '물멍', '도', '너무', '좋다', 'ㅎㅎ']",긍정
